Trope,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,Game-Show,History,Horror,Music,Musical,Mystery,News,Romance,Sci-Fi,Short,Sport,Thriller,War,Western,\N
InformedKindness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
InformedLoner,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
InformedObscenity,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
InformedPoverty,0.0,0.0,0.0,0.0,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.0,0.8571428571428571,0.42857142857142855,0.14285714285714285,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
InformedPower,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
InformedSelfDiagnosis,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
InformedSpecies,0.2,0.0,0.8,0.0,0.0,0.2,0.2,0.0,0.2,0.6,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0
InformedWrongness,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
InfraredXRayCamera,1.0,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.0
InfraredXrayCamera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Ingenue,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IngestingKnowledge,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
InherentInTheSystem,0.25,0.0,0.0625,0.0,0.0625,0.1875,0.4375,0.0,0.75,0.0625,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.125,0.0625,0.0,0.3125,0.0,0.0,0.0
InherentlyFunnyWord,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
InherentlyFunnyWords,0.2,0.0,0.2,0.0,0.04,0.72,0.2,0.04,0.28,0.04,0.12,0.0,0.0,0.08,0.04,0.04,0.04,0.04,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.04,0.0
InheritanceBacklash,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
InheritanceMurder,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.5,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.5,0.0,0.0,0.0,0.16666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0
InheritedIlliteracyTitle,0.2,0.0,0.6,0.0,0.2,0.2,0.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.0
InhumanHuman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
InhumanResources,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
InhumanableAlienRights,0.2,0.0,0.2,0.0,0.0,0.6,0.0,0.0,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.0,0.0,0.2,0.0,0.0,0.0
InhumanlyBeautifulRace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
InitialismTitle,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.14285714285714285,0.0,0.42857142857142855,0.14285714285714285,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.14285714285714285,0.2857142857142857,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0
InitiationCeremony,0.15789473684210525,0.0,0.15789473684210525,0.0,0.0,0.3684210526315789,0.21052631578947367,0.05263157894736842,0.42105263157894735,0.10526315789473684,0.0,0.0,0.0,0.0,0.3157894736842105,0.0,0.0,0.15789473684210525,0.0,0.0,0.05263157894736842,0.0,0.0,0.15789473684210525,0.0,0.0,0.0
InjunCountry,0.2631578947368421,0.0,0.39473684210526316,0.0,0.02631578947368421,0.21052631578947367,0.07894736842105263,0.0,0.5,0.0,0.05263157894736842,0.0,0.0,0.05263157894736842,0.02631578947368421,0.07894736842105263,0.02631578947368421,0.02631578947368421,0.0,0.10526315789473684,0.02631578947368421,0.02631578947368421,0.0,0.05263157894736842,0.0,0.47368421052631576,0.0
InjuredLimbEpisode,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
InjuryBookend,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
InkBlotTest,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
InkSuitActor,0.29411764705882354,0.0,0.4117647058823529,0.5882352941176471,0.0,0.5294117647058824,0.0,0.0,0.11764705882352941,0.35294117647058826,0.23529411764705882,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.23529411764705882,0.0,0.058823529411764705,0.0,0.0,0.0,0.0
InkblotTest,0.14285714285714285,0.0,0.21428571428571427,0.0,0.07142857142857142,0.35714285714285715,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.21428571428571427,0.0,0.0
InnBetweenTheWorlds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
InnOfNoReturn,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.75,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
InnSecurity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
InnerCitySchool,0.13333333333333333,0.0,0.0,0.0,0.2,0.2,0.3333333333333333,0.13333333333333333,0.6666666666666666,0.06666666666666667,0.0,0.0,0.0,0.0,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.0,0.13333333333333333,0.0,0.0,0.0,0.0
InnerMonologue,0.14893617021276595,0.0,0.06382978723404255,0.02127659574468085,0.02127659574468085,0.44680851063829785,0.2127659574468085,0.0,0.6170212765957447,0.06382978723404255,0.06382978723404255,0.02127659574468085,0.0,0.0,0.0851063829787234,0.0,0.0,0.10638297872340426,0.0,0.2765957446808511,0.0425531914893617,0.02127659574468085,0.0425531914893617,0.14893617021276595,0.02127659574468085,0.0,0.0
InnerMonologueConversation,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
InnocenceLost,0.2857142857142857,0.0,0.14285714285714285,0.0,0.0,0.07142857142857142,0.21428571428571427,0.0,0.8571428571428571,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.0,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.0,0.07142857142857142,0.0,0.07142857142857142,0.0,0.0,0.0,0.21428571428571427,0.14285714285714285,0.0,0.0
InnocentAliens,0.1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.8,0.0,0.0,0.1,0.0,0.0,0.0
InnocentBigot,0.09090909090909091,0.0,0.13636363636363635,0.0,0.09090909090909091,0.6818181818181818,0.18181818181818182,0.0,0.5909090909090909,0.09090909090909091,0.09090909090909091,0.0,0.0,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.0,0.22727272727272727,0.0,0.0,0.0,0.045454545454545456,0.045454545454545456,0.0,0.0
InnocentBlueEyes,0.1935483870967742,0.0,0.25806451612903225,0.03225806451612903,0.06451612903225806,0.2903225806451613,0.06451612903225806,0.0,0.5806451612903226,0.16129032258064516,0.0967741935483871,0.0,0.0,0.03225806451612903,0.12903225806451613,0.0,0.0,0.0967741935483871,0.0,0.12903225806451613,0.16129032258064516,0.0,0.0,0.12903225806451613,0.0967741935483871,0.0,0.0
InnocentBystander,0.39285714285714285,0.0,0.17857142857142858,0.0,0.0,0.21428571428571427,0.32142857142857145,0.0,0.32142857142857145,0.0,0.10714285714285714,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.17857142857142858,0.0,0.17857142857142858,0.10714285714285714,0.03571428571428571,0.0,0.4642857142857143,0.0,0.0,0.0
InnocentBystanders,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
InnocentCohabitation,0.06666666666666667,0.0,0.0,0.0,0.0,0.8,0.13333333333333333,0.0,0.6,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.5333333333333333,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0
InnocentFanserviceBoy,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
InnocentFanserviceGirl,0.3488372093023256,0.0,0.27906976744186046,0.023255813953488372,0.06976744186046512,0.37209302325581395,0.09302325581395349,0.0,0.4186046511627907,0.023255813953488372,0.13953488372093023,0.0,0.0,0.06976744186046512,0.13953488372093023,0.046511627906976744,0.0,0.06976744186046512,0.0,0.20930232558139536,0.13953488372093023,0.0,0.0,0.09302325581395349,0.0,0.023255813953488372,0.0
InnocentFanserviceGuy,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
InnocentFlowerGirl,0.0,0.0,0.14285714285714285,0.0,0.0,0.2857142857142857,0.0,0.0,0.7142857142857143,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.0,0.42857142857142855,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0
InnocentInaccurate,0.15789473684210525,0.0,0.2631578947368421,0.0,0.0,0.5789473684210527,0.05263157894736842,0.0,0.5263157894736842,0.15789473684210525,0.3157894736842105,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.21052631578947367,0.10526315789473684,0.0,0.0,0.05263157894736842,0.05263157894736842,0.0,0.0
InnocentInnuendo,0.2923076923076923,0.0,0.23076923076923078,0.015384615384615385,0.03076923076923077,0.7076923076923077,0.2153846153846154,0.0,0.16923076923076924,0.09230769230769231,0.09230769230769231,0.0,0.0,0.03076923076923077,0.06153846153846154,0.015384615384615385,0.1076923076923077,0.03076923076923077,0.0,0.16923076923076924,0.06153846153846154,0.03076923076923077,0.0,0.09230769230769231,0.0,0.0,0.0
InnocentProdigy,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
InnocentSwearing,0.15384615384615385,0.0,0.07692307692307693,0.0,0.07692307692307693,0.6153846153846154,0.07692307692307693,0.0,0.38461538461538464,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.07692307692307693,0.0,0.38461538461538464,0.23076923076923078,0.0,0.0,0.15384615384615385,0.0,0.0,0.0
InnocentlyInaccurate,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
InnocentlyInsensitive,0.14925373134328357,0.0,0.16417910447761194,0.029850746268656716,0.04477611940298507,0.6716417910447762,0.13432835820895522,0.0,0.4626865671641791,0.19402985074626866,0.05970149253731343,0.0,0.0,0.014925373134328358,0.05970149253731343,0.04477611940298507,0.014925373134328358,0.07462686567164178,0.0,0.22388059701492538,0.05970149253731343,0.0,0.04477611940298507,0.04477611940298507,0.0,0.014925373134328358,0.0
InnocuouslyImportantEpisode,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
InopportuneVoiceCracking,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
InsaneAdmiral,0.2857142857142857,0.0,0.5714285714285714,0.0,0.0,0.5714285714285714,0.14285714285714285,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.2857142857142857,0.0,0.0
InsaneEqualsViolent,0.10714285714285714,0.0,0.03571428571428571,0.0,0.03571428571428571,0.17857142857142858,0.14285714285714285,0.0,0.6428571428571429,0.0,0.03571428571428571,0.07142857142857142,0.0,0.0,0.35714285714285715,0.03571428571428571,0.0,0.25,0.0,0.07142857142857142,0.10714285714285714,0.0,0.0,0.32142857142857145,0.0,0.0,0.0
InsaneNoMore,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
InsaneProprietor,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
InsaneTrollLogic,0.20967741935483872,0.0,0.23387096774193547,0.008064516129032258,0.08870967741935484,0.46774193548387094,0.1774193548387097,0.0,0.3629032258064516,0.07258064516129033,0.11290322580645161,0.0,0.0,0.056451612903225805,0.14516129032258066,0.024193548387096774,0.016129032258064516,0.056451612903225805,0.0,0.08064516129032258,0.08064516129032258,0.0,0.024193548387096774,0.14516129032258066,0.024193548387096774,0.024193548387096774,0.0
InsanityDefence,0.25,0.0,0.25,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
InsanityDefense,0.15,0.0,0.1,0.0,0.05,0.2,0.5,0.0,0.55,0.0,0.05,0.0,0.0,0.0,0.15,0.05,0.0,0.2,0.0,0.15,0.1,0.0,0.0,0.2,0.0,0.0,0.0
InsanityImmunity,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
InsatiableNewlyweds,0.0,0.0,0.125,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.125,0.125,0.0,0.375,0.0,0.125,0.0,0.375,0.0,0.125,0.0
InscrutableAliens,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.0
InscrutableOriental,0.2857142857142857,0.0,0.2857142857142857,0.0,0.0,0.42857142857142855,0.14285714285714285,0.0,0.42857142857142855,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.14285714285714285,0.42857142857142855,0.0
InsectGenderBender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
InsectQueen,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
InsectoidAliens,0.5833333333333334,0.0,0.5833333333333334,0.0,0.0,0.4166666666666667,0.0,0.0,0.08333333333333333,0.08333333333333333,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.5,0.08333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0
InsecureLoveInterest,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,0.6,0.06666666666666667,0.0,0.6666666666666666,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0
InsecurityCamera,0.7777777777777778,0.0,0.2222222222222222,0.0,0.0,0.0,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.0,0.3333333333333333,0.0,0.0,0.0
InsecuritySystem,0.5,0.0,0.125,0.0,0.0,0.375,0.25,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.125,0.0,0.25,0.75,0.0,0.0,0.25,0.0,0.0,0.0
InseriesNickname,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
InsertCameo,0.21428571428571427,0.0,0.35714285714285715,0.0,0.07142857142857142,0.21428571428571427,0.14285714285714285,0.0,0.6428571428571429,0.0,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.07142857142857142,0.0,0.0,0.0,0.2857142857142857,0.14285714285714285,0.0,0.0
InsertGrenadeHere,0.6666666666666666,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.1111111111111111,0.3333333333333333,0.0,0.0
InsideAComputerSystem,0.75,0.0,0.25,0.0,0.0,0.125,0.375,0.0,0.25,0.0,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.125,0.0,0.0,0.625,0.0,0.0,0.25,0.0,0.0,0.0
InsideJob,0.35294117647058826,0.0,0.29411764705882354,0.0,0.0,0.17647058823529413,0.5294117647058824,0.0,0.47058823529411764,0.0,0.058823529411764705,0.0,0.0,0.0,0.11764705882352941,0.0,0.0,0.058823529411764705,0.0,0.058823529411764705,0.11764705882352941,0.0,0.0,0.4117647058823529,0.0,0.058823529411764705,0.0
InsigniaRipOffRitual,0.42857142857142855,0.0,0.2857142857142857,0.0,0.0,0.14285714285714285,0.19047619047619047,0.0,0.6190476190476191,0.047619047619047616,0.14285714285714285,0.0,0.0,0.047619047619047616,0.0,0.09523809523809523,0.0,0.047619047619047616,0.0,0.19047619047619047,0.047619047619047616,0.047619047619047616,0.0,0.2857142857142857,0.09523809523809523,0.047619047619047616,0.0
InsigniaRipoffRitual,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0
InsignificantBluePlanet,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
InsignificantLittleBluePlanet,0.5,0.0,0.5,0.0,0.0,0.375,0.0,0.0625,0.1875,0.0625,0.0,0.0,0.0,0.0,0.125,0.0,0.0625,0.0625,0.0,0.0,0.625,0.0625,0.0,0.0,0.0,0.0,0.0
InsistentAppellation,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
InsistentTerminology,0.2786885245901639,0.0,0.2360655737704918,0.006557377049180328,0.06229508196721312,0.521311475409836,0.20327868852459016,0.009836065573770493,0.419672131147541,0.04590163934426229,0.10163934426229508,0.013114754098360656,0.0,0.04918032786885246,0.05245901639344262,0.009836065573770493,0.02622950819672131,0.04262295081967213,0.0,0.14098360655737704,0.07213114754098361,0.009836065573770493,0.019672131147540985,0.12131147540983607,0.022950819672131147,0.02622950819672131,0.0
InsomniaEpisode,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
InspectorJavert,0.4946236559139785,0.0,0.34408602150537637,0.0,0.010752688172043012,0.3225806451612903,0.3655913978494624,0.0,0.3225806451612903,0.0967741935483871,0.053763440860215055,0.010752688172043012,0.0,0.010752688172043012,0.07526881720430108,0.010752688172043012,0.0,0.17204301075268819,0.0,0.06451612903225806,0.11827956989247312,0.0,0.0,0.25806451612903225,0.010752688172043012,0.021505376344086023,0.0
InspectorLestrade,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
InspectorOblivious,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
InspectorZenigata,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
InspirationNod,0.18181818181818182,0.0,0.09090909090909091,0.0,0.0,0.45454545454545453,0.18181818181818182,0.0,0.36363636363636365,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.0,0.0,0.18181818181818182,0.0,0.0,0.09090909090909091,0.0,0.2727272727272727,0.09090909090909091,0.0,0.0,0.2727272727272727,0.0,0.0,0.0
InspirationalInsult,0.25,0.0,0.25,0.25,0.0,0.75,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
InspirationalMartyr,0.5,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0
InspirationallyDisabled,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
InspirationallyDisadvantaged,0.06976744186046512,0.0,0.046511627906976744,0.0,0.13953488372093023,0.5116279069767442,0.06976744186046512,0.023255813953488372,0.7441860465116279,0.06976744186046512,0.06976744186046512,0.0,0.0,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,0.16279069767441862,0.0,0.023255813953488372,0.046511627906976744,0.023255813953488372,0.023255813953488372,0.0,0.0
InspiredBy,0.13953488372093023,0.0,0.13953488372093023,0.0,0.11627906976744186,0.20930232558139536,0.09302325581395349,0.0,0.7674418604651163,0.023255813953488372,0.023255813953488372,0.0,0.0,0.06976744186046512,0.11627906976744186,0.046511627906976744,0.09302325581395349,0.11627906976744186,0.0,0.18604651162790697,0.06976744186046512,0.0,0.0,0.27906976744186046,0.06976744186046512,0.023255813953488372,0.0
InstantAIJustAddWater,0.38461538461538464,0.0,0.38461538461538464,0.0,0.0,0.38461538461538464,0.07692307692307693,0.0,0.3076923076923077,0.23076923076923078,0.15384615384615385,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,0.15384615384615385,0.0,0.15384615384615385,0.5384615384615384,0.0,0.0,0.0,0.0,0.0,0.0
InstantAllegianceArtifact,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
