,Trope,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,Game-Show,History,Horror,Music,Musical,Mystery,News,Romance,Sci-Fi,Short,Sport,Thriller,War,Western,\N,Associated_Movies,Number_movies
8857,GettingEatenIsHarmless,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['Men in Black', 'Men in Black II']",2
8858,GettingHighOnTheirOwnSupply,3,0,0,0,0,1,2,0,3,0,2,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,"['Friday', 'Mandy', 'New Jack City', 'Scarface', 'Stay Alive', 'The Night Comes for Us']",6
8859,GettingHotInHere,4,0,2,0,0,2,2,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,"['Ace Ventura: When Nature Calls', 'Entrapment', 'Fantastic Four', 'Spiders II: Breeding Ground', 'The Cannonball Run']",5
8860,GettingSmiliesPaintedOnYourSoul,3,0,3,0,0,4,0,0,2,1,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"['Bruce Almighty', 'Divergent', 'Fantastic Beasts and Where to Find Them', 'Ghostbusters II', 'Ruby Sparks', 'Star Trek V: The Final Frontier', 'Too Many Cooks']",7
8861,GettingTheBabyToSleep,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['The Pacifier'],1
8862,GettingTheBoot,1,0,2,2,0,6,1,0,2,1,0,0,0,0,0,2,4,0,0,2,0,0,0,0,0,0,0,"['A Night at the Opera', 'Beverly Hills Cop', 'Cruel Intentions', 'Flying Down to Rio', 'My Fair Lady', 'The Smurfs', 'The Smurfs 2', 'Victor Victoria']",8
8863,GhibliHills,3,0,4,1,1,1,0,0,6,0,2,0,0,0,2,0,0,0,0,1,1,0,0,0,2,0,0,"['A Cure for Wellness', 'Christmas in Connecticut', 'Krull', 'Silent Hill', 'The Day the Earth Froze', 'The Last of the Mohicans', 'The Last Samurai', 'The Lion, the Witch & the Wardrobe', 'The Straight Story', 'The Thin Red Line']",10
8864,GhostAmnesia,0,0,1,0,0,2,0,0,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Casper', 'Just Like Heaven', 'Survival Island']",3
8865,GhostButler,2,0,3,0,0,5,2,0,1,2,6,0,0,0,13,0,1,4,0,1,0,0,0,3,0,0,0,"['A Nightmare on Elm Street', 'A Tale of Two Sisters', 'Abbott and Costello Meet Frankenstein', 'Beauty and the Beast', 'City of the Dead', 'Dracula', 'Happy Hell Night', 'Hellraiser: Inferno', 'Ghosthouse', 'Night of the Demons 2', 'Scream', 'Sweet Home', 'The Blues Brothers', 'The Haunted Mansion', ""Trick 'r Treat"", 'Vampyr', 'Van Helsing']",17
8866,GhostCity,11,0,6,0,0,1,1,0,7,0,2,0,0,0,5,0,0,2,0,1,6,0,0,6,0,0,0,"['Ant-Man and the Wasp', 'Avengers: Endgame', 'Chernobyl Diaries', 'Contagion', 'Dagon', ""Don't Look Now"", 'Eraserhead', 'Godzilla', 'Hard Target', 'I Am Legend', 'Last Night', ""Logan's Run"", 'London Has Fallen', 'Patriots Day', 'The Book of Eli', 'The Dark Tower', 'The Last Man on Earth', 'The Omega Man']",18
8867,GhostExtras,3,0,1,0,0,1,1,0,2,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,"['Escape Plan', 'Left Behind', 'Pitch Perfect', 'San Andreas']",4
8868,GhostFiction,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['Topper Returns'],1
8869,GhostInTheMachine,2,0,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,"['Johnny Mnemonic', 'Poison Berry in My Brain', 'The Adventures of Rocky & Bullwinkle', 'Virtuosity']",4
8870,GhostMemory,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['The Iron Lady', 'Vampire Girl vs. Frankenstein Girl']",2
8871,GhostPirate,2,0,3,0,0,1,0,0,1,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,"[""Blackbeard's Ghost"", 'Campfire Tales', 'Curse of Pirate Death', ""George's Island"", ""Jolly Roger: Massacre at Cutter's Cove"", 'Pirates of the Caribbean: Dead Men Tell No Tales', 'Pirates of the Caribbean: The Curse of the Black Pearl']",7
8872,GhostPirates,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""George's Island""]",1
8873,GhostPlanet,6,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,1,0,0,0,"['Battle Beyond the Stars', 'Forbidden Planet', 'Oblivion', 'Pitch Black', 'Red Planet', 'Riddick', 'Serenity']",7
8874,GhostReunionEnding,0,0,0,0,0,2,0,0,2,0,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,"['A Nightmare on Elm Street 3: Dream Warriors', 'Jesus, Bro!', 'Scrooged', 'Siberiade']",4
8875,GhostShip,9,0,8,0,0,1,1,0,4,0,5,0,0,0,12,0,0,4,0,1,7,1,0,5,0,0,0,"['Alien Cargo', 'Alien: Covenant', 'Blown Away', 'Deep Rising', 'Event Horizon', 'Ghost Ship', 'Ghost Voyage', 'Kaizoku Sentai Gokaiger the Movie: The Flying Ghost Ship', ""Miss Peregrine's Home for Peculiar Children"", 'Night of the Living Dead', 'Nosferatu', 'Pandorum', 'Pirates of the Caribbean: Dead Men Tell No Tales', 'Shin Godzilla', 'Shock Waves', 'Sphere', 'Sunshine', 'The Day After Tomorrow', 'The Fog', 'The Navigator', 'The Return of Godzilla', 'Triangle', 'Vampyr']",23
8876,GhostSong,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""Antonia's Line"", 'The Muppet Christmas Carol']",2
8877,GhostStory,1,0,1,0,0,4,1,0,6,1,2,0,0,0,15,0,0,4,0,1,2,0,0,5,0,0,0,"['A Ghost Story', 'Blood Night: The Legend of Mary Hatchet', 'Crimson Peak', 'Death Screams', 'Dickie Roberts: Former Child Star', 'Evil Laugh', 'Eyes in the Dark', ""George's Island"", 'Ghost from the Machine', 'Ghost Stories', 'Lemon Tree Passage', 'Meatballs', 'Sleepaway Camp II: Unhappy Campers', 'The Apparition', 'The Blair Witch Project', 'The Bunker', 'The Burning', 'The Final Terror', 'The Fog', 'The Prey', 'The Wailing']",21
8878,GhostTown,7,0,8,0,0,10,3,2,7,1,2,0,0,1,14,0,1,4,0,2,6,1,1,8,1,0,0,"['Bad Taste', 'Bitter Lake', 'Children of the Corn', 'Children of the Corn', 'City of Gold', 'Congo', 'Day of the Animals', 'Ghosts of Mars', 'Grimm', 'House II: The Second Story', 'Krampus', ""L'Avventura"", ""L'Eclisse"", 'Going Places', 'Mindhunters', 'Monster Man', 'Paint Your Wagon', 'Phantasm', 'Quantez', 'Raptor Ranch', 'Saboteur', 'Scream', 'Shocking Dark', 'Skyfall', 'The Bay', 'The Blob', 'The Dinosaur Project', 'The Insult', 'The Muppet Movie', 'Wrestlemaniac']",30
8879,Ghostapo,6,0,6,0,0,9,1,0,3,4,3,0,0,0,11,0,0,3,0,0,3,0,1,2,1,0,0,"['An American Werewolf in London', 'Captain America: The First Avenger', 'Dead Snow', 'Faust', 'God on Trial', 'Grindhouse', 'Hellboy', 'Herbie Fully Loaded', 'Herbie Goes Bananas', 'Herbie Goes to Monte Carlo', 'Herbie Rides Again', 'King of the Zombies', 'Outpost', 'Overlord', 'Shock Waves', 'The Bunker', 'The Crimson Rivers', 'The Love Bug', 'What We Do in the Shadows']",19
8880,GhostlyChill,1,0,0,0,0,1,0,0,6,1,5,0,0,0,10,0,1,4,0,0,1,0,0,3,0,0,0,"['A Christmas Carol: The Musical', 'A Tale of Two Sisters', 'Along with the Gods: The Two Worlds', 'Casper', 'Death on Demand', 'The Haunting of Julia', 'Ghost Stories', 'Ghostwatch', 'The Devil Rides Out', 'The Fog', 'The Haunting', 'The Sixth Sense', 'The Stone Tape', 'The Uninvited']",14
8881,GhostlyGape,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,1,2,0,0,4,0,0,0,"['Banshee Chapter', 'Forget Me Not', 'Outpost', 'Salvage', 'Scream', 'The Grudge']",6
8882,GhostlyGlide,3,0,5,0,0,8,1,0,3,1,5,0,0,0,8,0,0,2,0,1,1,1,0,1,0,0,0,"['Beetlejuice', 'Big Trouble in Little China', ""Bram Stoker's Dracula"", 'Death Becomes Her', 'Dracula: Dead and Loving It', 'Goosebumps', 'House on Haunted Hill', 'I Am the Pretty Thing That Lives in the House', 'Men in Black II', 'Nosferatu', 'Onibaba', 'Orpheus', 'The Babadook', 'The Blues Brothers', 'The Chronicles of Riddick', 'There It Is']",16
8883,GhostlyGoals,4,0,1,0,0,11,0,0,14,2,16,0,0,1,43,1,0,22,0,4,1,0,0,12,0,0,0,"['A Chinese Ghost Story', 'A Tale of Two Sisters', 'Below', 'Bleach', 'One Missed Call', 'Crimson Peak', 'Dark Water', 'Dead Friend', 'Dead Silence', 'Forget Me Not', 'Ghost', 'Gothika', 'Grave Encounters', 'Grave Encounters 2', 'Heart and Souls', 'House', 'House on Haunted Hill', 'I Am the Pretty Thing That Lives in the House', 'Jasminum', 'Ju-on: The Grudge', 'Lake Mungo', 'Mama', 'Mirrors', 'Odd Thomas', 'One Missed Call', 'Outpost', 'Scream', 'Seance', 'Shutter', 'Stir of Echoes', 'The Amazing Mr. Blunden', 'The Conjuring', ""The Devil's Backbone"", 'The Eye', 'The Fog', 'The Frighteners', 'The Ghost Goes West', 'The Grudge', 'The Innocents', 'The Orphanage', 'The Red Shoes', 'The Ring', 'The Uninvited', 'The Woman in Black', 'Thir13en Ghosts', 'Topper', ""Trick 'r Treat"", 'Troy', 'Truly Madly Deeply', 'What Lies Beneath', 'When Good Ghouls Go Bad', 'Whispering Corridors', 'White: The Melody of the Curse']",53
8884,Giallo,1,0,1,0,0,1,3,0,5,0,0,0,0,0,9,0,0,9,0,0,0,0,0,8,1,0,0,"['Berberian Sound Studio', 'Blood and Black Lace', 'Blow-Up', 'Deep Red', ""Don't Open Till Christmas"", ""Don't Torture a Duckling"", 'Drive', 'The Perfume of the Lady in Black', 'Inglourious Basterds', 'Se7en', 'The Funhouse', 'The Nice Guys', 'The Toolbox Murders', 'What Have You Done to Solange?']",14
8885,GiantAnimalWorship,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"['King Kong', 'King Kong']",2
8886,GiantEnemyCrab,2,0,5,0,0,1,0,0,0,2,4,0,0,0,1,1,1,0,0,1,2,0,0,0,0,0,0,"['DeepStar Six', 'Meet the Feebles', 'Mysterious Island', 'Pacific Rim', 'The Dark Crystal', 'The Lost Continent', 'When Dinosaurs Ruled the Earth']",7
8887,GiantEqualsInvincible,12,0,10,0,0,4,0,0,6,1,1,0,0,0,6,0,0,0,0,0,11,1,0,1,0,0,0,"['Big Ass Spider!', 'Frankenstein Conquers the World', 'Gamera', 'Gamera: Guardian of the Universe', 'Gamera vs. Barugon', 'Godzilla', 'Godzilla', 'Godzilla', 'Godzilla, King of the Monsters!', 'Godzilla vs. King Ghidorah', 'Godzilla', 'Mega Shark vs. Giant Octopus', 'Rampage', 'Rodan', 'Terror of Mechagodzilla', 'The Mysterians', 'Thor: Ragnarok', 'Varan the Unbelievable', 'Village of the Giants']",19
8888,GiantEyeOfDoom,1,0,1,0,0,1,0,0,1,0,3,0,0,0,4,0,1,0,0,0,2,0,0,0,0,0,0,"['Head', 'It Came from Beneath the Sea', 'Kwaidan', 'The Funhouse', 'The Great Wall', 'Twilight Zone: The Movie']",6
8889,GiantFlyer,20,0,25,1,0,3,0,0,4,9,10,0,0,0,5,0,0,3,0,0,13,1,0,0,0,0,0,"['Altitude', 'Avatar', 'Clash of the Titans', 'Dinosaur Island', 'Doctor Dolittle', 'Eragon', 'Evolution', 'Gamera', 'Gamera: Guardian of the Universe', 'Gamera vs. Gyaos', 'Godzilla', 'Godzilla: King of the Monsters', 'Godzilla vs. Megaguirus', 'Jurassic Park III', 'Jurassic World', 'King Kong', 'Lady in the Water', 'One Million Years B.C.', 'Pacific Rim', 'Rampage', 'Resident Evil: The Final Chapter', 'Return to Oz', 'Rodan', 'Sky Captain and the World of Tomorrow', 'The 7th Voyage of Sinbad', 'The Giant Claw', 'The Hobbit', 'The Hobbit: The Battle of the Five Armies', ""The Last Sharknado: It's About Time"", ""The Sorcerer's Apprentice"", 'Transformers: Age of Extinction', 'Van Helsing', 'Yamato Takeru']",33
8890,GiantFood,1,0,4,0,0,7,0,0,0,4,2,0,0,0,2,0,0,1,0,1,4,0,0,0,0,0,0,"['Beginning of the End', 'Die, Monster, Die!', 'Ella Enchanted', 'Honey, I Blew Up the Kid', 'Honey, I Shrunk the Kids', 'Honey, We Shrunk Ourselves!', 'Mysterious Island', 'Real Genius', 'Sleeper', 'Uncle Buck']",10
8891,GiantFootOfStomping,8,0,6,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,6,0,0,2,0,0,0,"['Abominable', 'Avengers: Endgame', 'Godzilla', 'Godzilla', 'Hansel & Gretel: Witch Hunters', 'Jurassic World', 'Pacific Rim: Uprising', 'Raptor Ranch', 'Ready Player One']",9
8892,GiantHandsOfDoom,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Captain Sindbad'],1
8893,GiantMecha,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,['Robot Wars'],1
8894,GiantMook,44,0,30,1,0,9,16,0,13,2,6,0,0,1,7,0,0,1,0,0,10,0,0,14,0,3,0,"['A Fistful of Dollars', 'Attack of the Killer Tomatoes!', 'Avengers: Endgame', 'Batman', 'City Hunter', 'Critters', 'Double Impact', 'Escape from New York', 'Fangs of the Living Dead', 'Fist of the North Star', 'Forced Vengeance', 'Hardcore Henry', 'HOUBA! On the Trail of the Marsupilami', 'Indiana Jones and the Kingdom of the Crystal Skull', 'Indiana Jones and the Last Crusade', 'Indiana Jones and the Temple of Doom', 'John Wick: Chapter 2', 'Kiss of the Dragon', 'Last Man Standing', 'Mad Max Beyond Thunderdome', ""Miller's Crossing"", 'Missing in Action', 'Mission: Impossible - Ghost Protocol', 'Mission: Impossible - Rogue Nation', 'Never Say Never Again', 'Outpost', 'Priest', 'Raiders of the Lost Ark', 'Rambo III', 'Rumble in the Bronx', 'Sherlock Holmes', 'Silver Streak', 'Snowpiercer', 'Star Trek Into Darkness', 'The Apple Dumpling Gang', 'The Equalizer', 'The Girl with the Dragon Tattoo', 'The Good the Bad the Weird', 'The Great Wall', 'The Hobbit: The Battle of the Five Armies', 'The Horror of Frankenstein', 'The Kingdom', 'The Man with the Golden Gun', 'The Mask of Zorro', 'The Three Musketeers', 'The Transporter', 'The Transporter Refueled', 'The Warriors', 'Thor', 'Thor: The Dark World', 'The Protector', 'Troy', 'Turkey Shoot', 'Underworld', 'Vampire Circus', 'Yojimbo', 'You Only Live Twice']",57
8895,GiantNoveltyCheck,1,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Scooby-Doo! Curse of the Lake Monster', 'Spider-Man: Far from Home']",2
8896,GiantPoofySleeves,0,0,3,1,0,5,1,0,5,3,2,0,0,0,0,0,1,0,0,2,0,0,0,1,1,0,0,"['Enchanted', 'Karla', 'Labyrinth', 'Lydia', 'Ma Vie en Rose', 'Napoleon Dynamite', 'State Fair', 'The Last Remake of Beau Geste', 'The Wizard of Oz', 'Working Girl']",10
8897,GiantRobot,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['Sky Captain and the World of Tomorrow', 'Space Battleship Yamato']",2
8898,GiantRobotHandsSaveLives,3,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,"['Real Steel', 'Terminator Salvation', 'Transformers']",3
8899,GiantSpaceFleaFromNowhere,7,0,9,0,0,5,1,0,1,2,4,0,0,0,3,0,0,0,0,0,4,0,0,2,0,0,0,"[""Brooklyn's Finest"", 'Halloween 5: The Revenge of Michael Myers', 'Jesus Christ Vampire Hunter', 'Little Monsters', 'Monty Python and the Holy Grail', 'Mothra vs. Godzilla', 'Resident Evil: Afterlife', 'Scott Pilgrim vs. the World', 'Spider-Man 3', 'Star Kid', 'Star Trek: Nemesis', 'The Gamers: Dorkness Rising', 'The Loves of Hercules', 'The Space Children']",14
8900,GiantSpider,12,0,19,2,0,9,0,0,2,5,12,0,0,0,13,1,1,2,0,0,15,0,0,2,0,0,0,"['Arachnia', 'Arachnophobia', 'Beowulf', 'Big Ass Spider!', 'Cat-Women of the Moon', 'Die You Zombie Bastards!', 'Eight Legged Freaks', 'Enemy', 'Harry Potter and the Chamber of Secrets', 'Journey to the Seventh Planet', 'King Kong', 'Kong: Skull Island', 'Krull', 'Lavalantula', 'Meet the Feebles', 'Missile to the Moon', 'One Million Years B.C.', 'Queen of Outer Space', 'Son of Godzilla', 'Spiders II: Breeding Ground', 'Super 8', 'Tarantula', 'The Cabin in the Woods', 'The Cyclops', 'The Devil Rides Out', 'The Funhouse', 'The Giant Spider', 'The Giant Spider Invasion', 'The Hobbit', 'The Hobbit: An Unexpected Journey', 'The Incredible Shrinking Man', 'The Lord of the Rings', 'The Lord of the Rings: The Return of the King', 'The Thief of Bagdad', 'Village of the Giants', 'Virus', 'Wild Wild West']",37
8901,GiantSpiders,1,0,1,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,2,0,0,1,0,0,0,"['Spiders', 'Spiders II: Breeding Ground', 'The Cabin in the Woods', 'The Hobbit']",4
8902,GiantSquid,6,0,4,1,0,2,0,0,1,0,2,0,0,0,3,0,0,0,0,0,4,0,0,1,0,0,0,"['Bullshot Crummond', 'Deep Rising', 'Mega Shark vs. Giant Octopus', 'Solo', 'The Beast', 'The Lost Continent', 'The Meg', 'Twenty Thousand Leagues Under the Sea', 'Voyage to the Bottom of the Sea']",9
8903,GiantWaistRibbon,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['The Last Remake of Beau Geste'],1
8904,GiantWallOfWateryDoom,12,0,15,1,1,3,1,0,14,1,4,0,0,1,0,0,0,2,0,1,4,0,0,3,2,0,0,"['Adrift', 'Die Hard: With a Vengeance', 'Godzilla', 'Hard Rain', ""Hornets' Nest"", 'Interstellar', 'Mars Attacks!', 'Moonrise Kingdom', 'Our Hospitality', 'Poseidon', 'San Andreas', 'The Abyss', 'The Dam Busters', 'The Day After Tomorrow', 'The Last Airbender', 'The Last Wave', 'The Lord of the Rings', 'The Lord of the Rings: The Fellowship of the Ring', 'The Lord of the Rings: The Two Towers', 'The Perfect Storm', 'The Poseidon Adventure', 'The Wave']",22
8905,GiantWoman,0,0,2,0,0,2,0,0,0,2,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,"['A Wrinkle in Time', ""Dude, Where's My Car?"", 'The Nutcracker and the Four Realms', 'Village of the Giants']",4
8906,GibberingGenius,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,['The Fly'],1
8907,GibberishOfLove,0,0,0,0,1,5,0,0,1,0,0,0,0,0,0,1,2,0,0,4,0,0,0,0,0,0,0,"['A Song Is Born', 'Ball of Fire', 'From Justin to Kelly', 'Heavyweights', 'My Awkward Sexual Adventure', 'Pride & Prejudice']",6
8908,GiftGivingGaffe,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,"['Bumblebee', 'Robot']",2
8909,GiftOfTheMagiPlot,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"['Bad Girl', ""It's a Very Merry Muppet Christmas Movie"", ""O. Henry's Full House""]",3
8910,GiftShake,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['Carol'],1
8911,GiftedlyBad,0,0,2,0,6,18,1,2,12,0,1,0,0,0,2,3,1,0,0,2,0,0,0,1,1,0,0,"['Bride & Prejudice', 'Broadway Danny Rose', 'Coming to America', 'Death Becomes Her', 'Dreams of a Life', 'Ed Wood', 'Eddie the Eagle', 'Florence Foster Jenkins', 'Good Morning, Vietnam', 'Hamlet 2', 'It Came from Hollywood', 'Marguerite', 'Muppets Most Wanted', 'So I Married an Axe Murderer', 'The Disaster Artist', 'The Hoax', 'The Light That Failed', 'The Living Wake', 'The Producers', 'What Ever Happened to Baby Jane?', 'Withnail & I']",21
8912,GiganticAdultsTinyBabies,3,0,1,0,0,1,0,0,2,0,0,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,"['Godzilla', 'Gorgo', 'Sharktopus', 'The Cloverfield Paradox']",4
8913,GiganticGulp,1,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"['Idiocracy', 'Kiss Me, Stupid', 'Loaded Weapon 1', 'Silent Movie']",4
8914,GiganticMoon,1,0,2,1,0,6,0,0,4,1,1,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,"['A.I. Artificial Intelligence', 'E.T. the Extra-Terrestrial', 'Fido', 'Joe Versus the Volcano', 'Vampire Killers', 'Moonstruck', 'Space Jam', 'Tusk']",8
8915,GigglingVillain,17,1,14,0,0,18,6,0,11,6,6,1,0,0,15,0,2,3,0,0,3,0,1,5,0,3,0,"['A Fistful of Dollars', 'Audition', 'Black Panther', 'Carver', 'Clash of the Titans', 'Disco', 'D.O.A.', 'Death Wish 3', 'Dr. Giggles', 'Escape from New York', 'Even Dwarfs Started Small', 'Ghostbusters II', 'Herbie Fully Loaded', 'Herbie Goes Bananas', 'Herbie Goes to Monte Carlo', 'Herbie Rides Again', 'Intruder', ""Jennifer's Body"", 'Ju-on: The Grudge', 'Kamen Rider ZO', 'Kiss of Death', 'Krampus', 'Leprechaun Returns', 'Live and Let Die', ""O. Henry's Full House"", 'Operation: Endgame', 'Psycho', 'Raiders of the Lost Ark', 'Repo! The Genetic Opera', 'The Adventures of Ford Fairlane', 'The Cabin in the Woods', 'The Dukes of Hazzard', 'The Exorcist', 'The Good the Bad the Weird', 'The Hidden Fortress', 'The Ladykillers', 'The Last Airbender', 'The Love Bug', 'The Man Who Shot Liberty Valance', 'The Purge', 'The Sinful Dwarf', 'The Three Stooges', 'Tongan Ninja', 'Vidocq', 'White Heat', 'Windigo']",46
8916,GilbertAdler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,['House on Haunted Hill'],1
8917,GildedCage,10,0,11,0,2,8,2,0,11,4,6,0,0,2,6,0,3,1,0,6,6,0,0,8,0,0,0,"['Alice in Wonderland', 'Captain America: Civil War', 'Captain America: The First Avenger', 'Dead End Drive-In', 'Dr. No', 'Flowers in the Attic', 'Gods of Egypt', 'John Wick: Chapter 2', 'Krampus', 'The Skin I Live In', 'Queen Margot', 'Love Me Tonight', 'Mad Max: Fury Road', 'Mary Poppins', 'Moulin Rouge!', 'Paddington 2', 'Paul', ""Princess O'Rourke"", 'Repo! The Genetic Opera', 'Roman Holiday', 'Slipstream', 'So Young So Bad', 'The Assignment', 'The Borrowers', 'The Boy', 'The Last Emperor', 'The Man with the Golden Gun', 'The Student Prince in Old Heidelberg', 'Vacation from Marriage', 'What Ever Happened to Baby Jane?', 'Wonder Woman']",31
